neighborhood_slug,listings,median_asking_price,median_price_per_sqm,p25_price_per_sqm,p75_price_per_sqm,median_building_size_sqm,median_rooms,median_construction_year_jalali,median_latitude,median_longitude,median_location_radius,elevator_share,parking_share,warehouse_share,rebuilt_share,balcony_share,price_vs_city_median_pct,stabilized_price_per_sqm,stabilization_weight,iqr_price_per_sqm
zahir-abad,280,3200000000.0,46026315.78947368,34157894.73684211,63358070.50092764,74.5,2.0,1390.0,35.591278076171875,51.450828552246094,500.0,0.6978723404255319,0.5833333333333334,0.6628787878787878,0.3652173913043478,0.8,-44.76842105263158,58942439.308415465,0.5833333333333334,29200175.76408553
vardavard,276,4150000000.0,53038461.538461536,38044776.11940298,60086206.89655173,83.0,2.0,1400.0,35.738616943359375,51.13130569458008,500.0,0.8871595330739299,0.9185185185185185,0.9111111111111111,0.3112244897959184,0.8855721393034826,-36.35384615384615,64126802.95551545,0.5798319327731093,22041430.777148746
charsad-dastgah,274,3675000000.0,63339970.13439523,55888297.872340426,73453104.64611377,63.5,1.0,1390.0,35.68566131591797,51.46393966674805,500.0,0.4838709677419355,0.5731225296442688,0.7786561264822134,0.5668202764976958,0.635,-23.992035838725723,71112881.4059026,0.5780590717299579,17564806.773773342
abshar-tehran,271,5500000000.0,60256410.256410256,30419540.229885057,77607816.71159029,102.0,2.0,1400.0,35.759328842163086,51.22451210021973,500.0,0.8243243243243243,0.9066147859922179,0.9416342412451362,0.2974683544303797,0.9281045751633987,-27.692307692307693,69150849.90452564,0.5753715498938429,47188276.48170523
parastar,270,6522500000.0,84000000.0,68562500.0,104313501.14416476,85.0,2.0,1394.0,35.687538146972656,51.48453903198242,500.0,0.6639676113360324,0.7276264591439688,0.8793774319066148,0.5,0.8,0.8000000000000007,83715662.6441673,0.574468085106383,35751001.144164756
dehkade-olympic,270,11900000000.0,96463937.62183237,68690476.19047618,125000000.0,125.0,2.0,1401.0,35.76129913330078,51.25746154785156,500.0,0.7062146892655368,0.9116279069767442,0.9767441860465116,0.4094488188976378,0.9745222929936306,15.756725146198857,90640863.87225503,0.574468085106383,56309523.80952382
majidiyeh,269,5270000000.0,83076923.07692307,72500000.0,98148148.14814815,65.0,2.0,1390.5,35.736013412475586,51.46651077270508,500.0,0.5604838709677419,0.60546875,0.90234375,0.4975369458128079,0.8390804597701149,-0.3076923076923088,83186169.84368704,0.5735607675906184,25648148.14814815
vanak,269,19500000000.0,145000000.0,118518518.51851852,179487179.4871795,149.0,3.0,1385.0,35.758527755737305,51.39923858642578,500.0,0.9110169491525424,0.9629629629629629,0.9506172839506173,0.44966442953020136,0.9323308270676691,74.00000000000003,114495486.14391303,0.5735607675906184,60968660.968660966
amaniyeh,266,22000000000.0,145129734.25402802,128871706.75830469,183013598.83438563,155.0,3.0,1387.0,35.779441833496094,51.419395446777344,500.0,0.9087136929460581,0.9678714859437751,0.9718875502008032,0.45714285714285713,0.9370629370629371,74.15568110483363,114379892.74644576,0.5708154506437768,54141892.07608095
aghdasieh,261,39000000000.0,212500000.0,154320987.65432099,266666666.66666666,200.0,3.0,1395.0,35.805532455444336,51.47702217102051,500.0,0.9789915966386554,0.9919354838709677,0.9919354838709677,0.2857142857142857,0.9857142857142858,155.00000000000003,141574733.9467407,0.5661605206073753,112345679.01234567
shahin,260,9500000000.0,111506935.68726355,100000000.0,121357402.51156643,88.0,2.0,1394.0,35.76120376586914,51.313438415527344,500.0,0.8063241106719368,0.94921875,0.953125,0.6571428571428571,0.9538461538461539,33.808322824716264,98244719.53081182,0.5652173913043478,21357402.51156643
almahdi,254,6900000000.0,99206349.20634921,86691176.47058824,110731538.99240854,72.0,2.0,1387.0,35.774356842041016,51.3282527923584,500.0,0.49800796812749004,0.9130434782608695,0.8972332015810277,0.6995305164319249,0.9655172413793104,19.04761904761907,91871821.11299811,0.5594713656387665,24040362.521820307
shahrak-e-kianshahr,254,3193000000.0,51677192.98245614,40129310.344827585,57973684.21052632,64.0,1.0,1391.0,35.63767623901367,51.44850158691406,500.0,0.5555555555555556,0.5020242914979757,0.4493927125506073,0.42028985507246375,0.625,-37.98736842105262,63784821.79744846,0.5594713656387665,17844373.865698732
daryan-no,253,10500000000.0,107843137.25490196,93220338.98305085,121111111.1111111,100.0,2.0,1394.0,35.714054107666016,51.36056900024414,500.0,0.8008474576271186,0.9369747899159664,0.9453781512605042,0.5930232558139535,0.9547738693467337,29.41176470588236,96240079.9267128,0.5584988962472406,27890772.12806025
shahrak-naft-district5,252,9125000000.0,112250000.0,100000000.0,125519480.51948053,84.5,2.0,1391.0,35.78352355957031,51.3365592956543,500.0,0.8625,0.9590163934426229,0.9795081967213115,0.6051282051282051,0.9398907103825137,34.699999999999996,98388434.56811753,0.5575221238938053,25519480.519480526
yaftabad,249,2500000000.0,38823529.4117647,28888888.888888888,45000000.0,70.0,1.0,1391.0,35.643272399902344,51.30583381652832,500.0,0.5126903553299492,0.48847926267281105,0.6820276497695853,0.3764705882352941,0.7763157894736842,-53.41176470588236,54557711.567267574,0.5545657015590201,16111111.111111112
shahrak-e-jandarmeri,247,16200000000.0,147887323.94366196,125000000.0,183064516.12903225,115.0,2.0,1396.0,35.734561920166016,51.35727310180664,500.0,0.9254385964912281,0.9787234042553191,0.9787234042553191,0.35714285714285715,0.9767441860465116,77.46478873239435,114411941.3084431,0.5525727069351231,58064516.129032254
ozgol,243,14500000000.0,140186915.88785046,120851449.27536231,166103603.6036036,107.0,2.0,1395.5,35.79227256774902,51.49772834777832,500.0,0.9641255605381166,0.9872881355932204,0.9915254237288136,0.44966442953020136,0.9363057324840764,68.22429906542055,110847554.08281834,0.5485327313769752,45252154.32824129
tehran-no,241,6500000000.0,84745762.71186441,68224299.06542057,100000000.0,81.0,2.0,1391.0,35.709510803222656,51.49639129638672,500.0,0.6571428571428571,0.7174887892376681,0.8654708520179372,0.536144578313253,0.7816091954022989,1.6949152542373058,84102262.7116021,0.546485260770975,31775700.934579432
khani-abad-no,240,4300000000.0,61465433.300876334,48474747.47474748,70000000.0,74.0,2.0,1392.0,35.62945938110352,51.38964080810547,500.0,0.5523809523809524,0.625,0.625,0.489247311827957,0.8888888888888888,-26.241480038948396,70585633.05511148,0.5454545454545454,21525252.52525252
aramaneh,237,3710000000.0,68043478.26086956,59677419.35483871,76388888.8888889,61.0,1.0,1390.0,35.72045135498047,51.45733833312988,500.0,0.5898617511520737,0.5133928571428571,0.8303571428571429,0.43352601156069365,0.7852760736196319,-18.34782608695652,74657916.23857148,0.5423340961098398,16711469.534050189
ekbatan,234,11111111111.0,98148148.14814815,76153575.2025361,117130691.12348509,135.0,2.0,1371.0,35.708160400390625,51.306427001953125,500.0,0.9611650485436893,0.7297297297297297,0.6936936936936937,0.5159235668789809,0.47115384615384615,17.777777777777782,91019410.7358667,0.5391705069124424,40977115.92094898
oghaf,231,5400000000.0,78125000.0,69614069.36980948,85000000.0,75.0,2.0,1393.0,35.74889373779297,51.51414108276367,500.0,0.7630331753554502,0.7889908256880734,0.9587155963302753,0.2948717948717949,0.7619047619047619,-6.249999999999989,80500096.06082462,0.5359628770301624,15385930.630190521
sharifabad,226,1575000000.0,12500000.0,3250000.0,20520097.301054094,150.0,2.0,1399.0,35.42277145385742,51.78679656982422,500.0,0.6557377049180327,0.6782608695652174,0.7391304347826086,0.19230769230769232,0.7142857142857143,-85.0,30459419.937835082,0.5305164319248826,17270097.301054094
sarsabz,225,7500000000.0,103448275.86206897,85000000.0,120089285.71428572,82.0,2.0,1390.0,35.72645378112793,51.49771308898926,500.0,0.5925925925925926,0.7201834862385321,0.9587155963302753,0.5426829268292683,0.84472049689441,24.13793103448276,93440015.65487576,0.5294117647058824,35089285.71428572
khazaneh,225,3500000000.0,50568181.81818182,45000000.0,55555555.55555555,73.0,2.0,1393.0,35.6393928527832,51.42206382751465,500.0,0.7247191011235955,0.5238095238095238,0.6190476190476191,0.40229885057471265,0.7763157894736842,-39.318181818181806,63968684.040897325,0.5294117647058824,10555555.555555552
south-narmak,224,5300000000.0,86180555.55555555,75746753.24675325,98322876.44787645,65.0,2.0,1392.0,35.71841812133789,51.489013671875,500.0,0.6188118811881188,0.6411483253588517,0.8995215311004785,0.5028571428571429,0.7639751552795031,3.416666666666668,84825604.12542039,0.5283018867924528,22576123.201123208
estakhr,222,5866000000.0,78331415.42002302,53970588.23529412,87828269.12642431,90.0,2.0,1396.0,35.755136489868164,51.56196975708008,500.0,0.9186046511627907,0.9150943396226415,0.9481132075471698,0.3448275862068966,0.8875,-6.002301495972362,80663419.3749084,0.5260663507109005,33857680.891130194
bahar,221,8200000000.0,98484848.48484848,84615384.61538461,111764705.88235295,86.0,2.0,1391.0,35.71185302734375,51.43248748779297,500.0,0.7611940298507462,0.8413461538461539,0.9086538461538461,0.5,0.8287671232876712,18.181818181818187,90971120.91486971,0.5249406175771971,27149321.26696834
ajoodanieh,220,25000000000.0,169375000.0,104702380.95238096,210094850.94850948,155.0,3.0,1395.0,35.80843162536621,51.48390769958496,500.0,0.9408284023668639,0.9903381642512077,0.9855072463768116,0.464,0.9395973154362416,103.25000000000001,120828140.49867257,0.5238095238095238,105392469.99612853
sharif,218,7925000000.0,65180124.22360249,38208737.86407767,82142857.14285713,118.0,2.0,1403.0,35.75377655029297,51.14631652832031,500.0,0.9900990099009901,0.9952153110047847,0.9952153110047847,0.14189189189189189,1.0,-21.78385093167701,73311064.15490933,0.5215311004784688,43934119.27877946
sharara,218,12900000000.0,117866082.60325406,95833333.33333333,140000000.0,105.0,2.0,1395.0,35.72113800048828,51.37224197387695,500.0,0.7609756097560976,0.861904761904762,0.9238095238095239,0.5167785234899329,0.9664429530201343,41.439299123904895,99849464.85743035,0.5215311004784688,44166666.66666667
abbas-abad,214,11170000000.0,113619240.79976818,92445054.94505495,133203125.0,106.0,2.0,1392.0,35.72870635986328,51.43783378601074,500.0,0.8010752688172043,0.8324873096446701,0.8730964467005076,0.4859154929577465,0.9172413793103448,36.343088959721825,97816411.0103044,0.5169082125603864,40758070.05494505
north-karegar,214,11600000000.0,117422965.8160809,98035714.28571428,135000000.0,106.5,2.0,1392.0,35.71920394897461,51.394338607788086,500.0,0.75,0.7969543147208121,0.9035532994923858,0.49295774647887325,0.9020979020979021,40.90755897929708,99495654.29400258,0.5169082125603864,36964285.71428572
taslihat,212,3800000000.0,67741935.48387097,60667293.23308271,77095238.09523809,56.0,1.0,1392.0,35.718528747558594,51.47330474853516,500.0,0.38308457711442784,0.6067961165048543,0.9174757281553398,0.5448717948717948,0.746268656716418,-18.709677419354833,74907976.15102994,0.5145631067961165,16427944.862155378
fadak,211,6400000000.0,95000000.0,77369721.47349507,110084745.76271187,74.0,2.0,1393.0,35.72528839111328,51.48163604736328,500.0,0.6464646464646465,0.7205882352941176,0.8872549019607843,0.5341614906832298,0.7884615384615384,14.000000000000012,89131800.60681692,0.51338199513382,32715024.2892168
south-mehrabad,210,3450000000.0,59045454.54545455,50227272.72727273,66083333.333333336,63.0,1.0,1392.0,35.675912857055664,51.33846664428711,500.0,0.5789473684210527,0.628140703517588,0.7336683417085427,0.46153846153846156,0.8297872340425532,-29.14545454545454,69851836.39702693,0.5121951219512195,15856060.60606061
azari,208,2400000000.0,50000000.0,41998494.80021894,54901108.454683766,59.5,1.0,1392.0,35.66691589355469,51.352935791015625,500.0,0.5232558139534884,0.5760869565217391,0.6739130434782609,0.5405405405405406,0.7727272727272727,-39.99999999999999,64227259.47296686,0.5098039215686274,12902613.654464826
sohanak,208,14040000000.0,134262496.76249677,111902834.00809717,151454689.98410174,110.0,2.0,1391.0,35.79722785949707,51.53304862976074,500.0,0.9836065573770492,0.9685863874345549,0.9738219895287958,0.5354330708661418,0.8623853211009175,61.11499611499613,106271664.11855301,0.5098039215686274,39551855.97600457
eskandari,204,3250000000.0,60000000.0,52000000.0,70629855.71587124,55.0,1.0,1383.5,35.687496185302734,51.38174819946289,500.0,0.3385416666666667,0.4387755102040816,0.8622448979591837,0.6932515337423313,0.7972972972972973,-27.999999999999993,70595777.78394483,0.504950495049505,18629855.715871245
hekmat,203,21000000000.0,177528089.88764045,150000000.0,202025689.05539203,120.0,2.0,1398.0,35.80030059814453,51.442665100097656,500.0,0.9281767955801105,0.9405405405405406,0.9459459459459459,0.39166666666666666,0.9296875,113.03370786516855,121973484.1432829,0.5037220843672456,52025689.05539203
tehran-gorgan,201,3600000000.0,65714285.71428572,56818181.81818182,74000000.0,56.0,1.0,1387.0,35.709938049316406,51.450889587402344,500.0,0.5054347826086957,0.5531914893617021,0.8776595744680851,0.4830508474576271,0.7,-21.142857142857142,73979372.90993215,0.5012468827930174,17181818.18181818
shoosh,199,2650000000.0,42000000.0,37071428.57142857,50000000.0,68.0,2.0,1394.0,35.656288146972656,51.440677642822266,500.0,0.6382978723404256,0.5738636363636364,0.6534090909090909,0.28205128205128205,0.6846846846846847,-49.6,59211616.30759771,0.49874686716791977,12928571.428571433
doolab,199,2800000000.0,51639344.26229508,44000000.0,58571428.571428575,58.0,1.0,1391.0,35.66701316833496,51.46002960205078,500.0,0.4228571428571429,0.41935483870967744,0.7795698924731183,0.3706293706293706,0.6597938144329897,-38.0327868852459,65638732.33405233,0.49874686716791977,14571428.571428575
javadiyeh-tehran-pars,196,4200000000.0,67132976.34984381,47666666.666666664,74517730.49645391,70.0,2.0,1393.0,35.733619689941406,51.55150985717773,500.0,0.6761363636363636,0.73224043715847,0.8633879781420765,0.39622641509433965,0.7,-19.440428380187413,74877525.52501644,0.494949494949495,26851063.829787247
east-shareq,189,4820000000.0,68918918.91891892,61702127.65957447,74000000.0,72.0,2.0,1397.0,35.71234130859375,51.46450424194336,500.0,0.7696629213483146,0.7206703910614525,0.7877094972067039,0.3971631205673759,0.8432835820895522,-17.297297297297288,75987958.87871931,0.48586118251928023,12297872.340425529
hasan-abad-shomali,186,9922500000.0,114785256.41025642,100000000.0,130000000.0,96.0,2.0,1392.0,35.732322692871094,51.32130813598633,500.0,0.8764044943820225,0.9333333333333333,1.0,0.5918367346938775,0.9323308270676691,37.742307692307705,97236761.13638268,0.48186528497409326,30000000.0
darvazeh-shemiran,185,5800000000.0,75000000.0,62500000.0,90476190.47619048,80.0,2.0,1385.5,35.69613265991211,51.443302154541016,500.0,0.5512820512820513,0.6294117647058823,0.8,0.5069444444444444,0.7518248175182481,-9.999999999999998,79219370.738171,0.4805194805194805,27976190.476190478
firoozabadi,184,5000000000.0,65098039.21568628,54948630.1369863,73537162.16216215,83.5,2.0,1395.5,35.59514617919922,51.43282699584961,500.0,0.8242424242424242,0.7078651685393258,0.6797752808988764,0.291970802919708,0.7894736842105263,-21.882352941176464,74033404.8588021,0.4791666666666667,18588532.025175855
darya,180,20550000000.0,166904761.9047619,143638250.3192848,198487314.77323756,128.0,3.0,1393.0,35.77321243286133,51.37416458129883,500.0,0.9444444444444444,0.9653179190751445,0.9826589595375722,0.5615384615384615,0.9230769230769231,100.2857142857143,115799206.52898878,0.47368421052631576,54849064.45395276
tohid,180,8550000000.0,101209834.46932814,80000000.0,112792207.79220779,95.0,2.0,1390.0,35.70529556274414,51.37225341796875,500.0,0.6890243902439024,0.8,0.9212121212121213,0.5470085470085471,0.8151260504201681,21.45180136319378,91369148.45905463,0.47368421052631576,32792207.792207792
gholhak,179,15900000000.0,148672566.37168142,126365441.90665343,175894736.84210527,108.0,2.0,1390.0,35.77467346191406,51.44390869140625,500.0,0.8176100628930818,0.927710843373494,0.9698795180722891,0.5047619047619047,0.9339622641509434,78.40707964601772,109536674.98214939,0.47229551451187335,49529294.935451835
jomhouri,176,5200000000.0,78317448.68035191,63513896.76687464,93981481.48148149,78.5,2.0,1388.0,35.696685791015625,51.38128662109375,500.0,0.4774193548387097,0.5679012345679012,0.7839506172839507,0.6,0.7933884297520661,-6.019061583577701,80946686.37171191,0.46808510638297873,30467584.71460685
tehran-police,175,5600000000.0,88135593.22033899,75277777.77777778,102500000.0,72.0,2.0,1385.0,35.718204498291016,51.44374847412109,500.0,0.5220125786163522,0.608433734939759,0.8433734939759037,0.6183206106870229,0.7829457364341085,5.762711864406778,85540927.92138703,0.4666666666666667,27222222.222222224
kamraniyeh,170,41350000000.0,219677419.35483873,187500000.0,261111111.1111111,200.0,3.0,1396.0,35.806640625,51.46280670166016,500.0,0.9873417721518988,0.9817073170731707,0.9817073170731707,0.4235294117647059,0.9313725490196079,163.61290322580652,130087590.55994767,0.4594594594594595,73611111.1111111
bolursazi,170,2895000000.0,50741758.24175824,46491555.38098979,55987704.91803279,61.0,1.0,1394.0,35.66257858276367,51.37925148010254,500.0,0.660377358490566,0.5950920245398773,0.6809815950920245,0.5611510791366906,0.8540145985401459,-39.10989010989011,66347830.084825195,0.4594594594594595,9496149.537042998
atabak,169,2800000000.0,43065693.43065693,38333333.333333336,46153846.15384615,68.0,2.0,1397.0,35.65052032470703,51.46204376220703,500.0,0.8111888111888111,0.6455696202531646,0.6962025316455697,0.42857142857142855,0.6833333333333333,-48.32116788321168,61591037.53435297,0.45799457994579945,7820512.820512816
makhsous,168,3110000000.0,56852008.456659615,47670454.54545455,65453384.41890166,62.0,1.0,1388.0,35.67820739746094,51.38805389404297,500.0,0.4863013698630137,0.5220125786163522,0.8050314465408805,0.5746268656716418,0.8225806451612904,-31.777589852008457,69984658.1634342,0.45652173913043476,17782929.873447113
nosrat,164,7950000000.0,100000000.0,80256410.25641026,119337606.83760685,95.0,2.0,1391.0,35.70454788208008,51.386112213134766,500.0,0.6776315789473685,0.7468354430379747,0.7658227848101266,0.3697478991596639,0.8235294117647058,20.000000000000018,90467756.58834004,0.45054945054945056,39081196.58119659
abshar,163,4200000000.0,54444444.44444445,20357142.85714286,69782608.69565217,100.0,2.0,1396.5,35.67765998840332,51.44130516052246,500.0,0.6698113207547169,0.7222222222222222,0.7847222222222222,0.2892561983471074,0.8076923076923077,-34.66666666666666,68834738.37595129,0.4490358126721763,49425465.838509314
karevan,163,2500000000.0,43421052.631578945,40000000.0,49365271.06816962,61.0,1.0,1388.0,35.6112174987793,51.495710372924805,500.0,0.4420289855072464,0.5394736842105263,0.7368421052631579,0.5426356589147286,0.5575221238938053,-47.89473684210527,62185402.584916875,0.4490358126721763,9365271.068169624
mina,162,3600000000.0,63807471.26436782,55185280.49408132,74317617.86600496,60.0,1.0,1386.5,35.67208671569824,51.45162773132324,500.0,0.3931034482758621,0.512987012987013,0.7922077922077922,0.5957446808510638,0.6972477064220184,-23.431034482758616,73948738.77762076,0.44751381215469616,19132337.37192364
tayeb,161,2600000000.0,45333333.333333336,42222222.222222224,49736842.10526316,57.0,1.0,1395.0,35.659568786621094,51.44916915893555,500.0,0.6617647058823529,0.45695364238410596,0.5695364238410596,0.4573643410852713,0.6346153846153846,-45.599999999999994,63518503.523700915,0.44598337950138506,7514619.883040935
amir-bahador,161,3650000000.0,62500000.0,50487804.87804878,72093023.25581396,63.0,1.0,1391.0,35.67104148864746,51.40328788757324,500.0,0.5612903225806452,0.5159235668789809,0.732484076433121,0.47794117647058826,0.8849557522123894,-25.0,73299017.5965549,0.44598337950138506,21605218.37776518
havanirooz,160,8712500000.0,86488306.16583982,63709677.41935484,105873323.92378265,110.0,2.0,1400.0,35.74336814880371,51.24649429321289,500.0,0.8156028368794326,0.9178082191780822,1.0,0.42452830188679247,0.972972972972973,3.7859673990077836,84721079.6991889,0.4444444444444444,42163646.504427806
dardasht,160,6500000000.0,92724867.72486773,80981265.35626535,106817567.56756756,75.0,2.0,1390.0,35.72756576538086,51.50307083129883,500.0,0.6344827586206897,0.673469387755102,0.9455782312925171,0.5137614678899083,0.7592592592592593,11.269841269841274,87383807.1483086,0.4444444444444444,25836302.211302206
kazem-abad,155,8200000000.0,101898734.17721519,89621794.87179488,118811881.18811882,84.0,2.0,1393.0,35.7509651184082,51.468584060668945,500.0,0.823943661971831,0.8263888888888888,0.9166666666666666,0.4444444444444444,0.83,22.278481012658236,90982423.65235475,0.43661971830985913,29190086.316323936
hor-square,153,4200000000.0,65384615.384615384,51851851.85185185,77142857.14285715,70.0,2.0,1386.0,35.687917709350586,51.3884334564209,500.0,0.4296875,0.5899280575539568,0.8992805755395683,0.5565217391304348,0.9090909090909091,-21.53846153846154,75017069.54981813,0.43342776203966005,25291005.2910053
elm-o-sanat,152,6850000000.0,85714285.71428572,73790476.19047618,101072597.61515081,81.5,2.0,1390.5,35.741071701049805,51.51243209838867,500.0,0.746268656716418,0.7928571428571428,0.9357142857142857,0.415929203539823,0.8111111111111111,2.857142857142869,84353248.97777401,0.4318181818181818,27282121.42467463
baqerkhan,150,11055555555.5,110033557.04697987,91245996.64480709,124576484.01826483,100.0,2.0,1393.0,35.714996337890625,51.37483787536621,500.0,0.7535211267605634,0.863013698630137,0.958904109589041,0.5648148148148148,0.9285714285714286,32.04026845637586,93875025.42921655,0.42857142857142855,33330487.373457745
imamzadeh-hasan,149,2600000000.0,48780487.80487805,44531250.0,54000000.0,55.0,1.0,1392.0,35.66447830200195,51.36205673217773,500.0,0.5869565217391305,0.5390070921985816,0.7943262411347518,0.5859375,0.8421052631578947,-41.46341463414633,66301838.99595817,0.4269340974212034,9468750.0
shadabad,147,3150000000.0,47115384.615384616,42422502.87026406,54000000.0,74.0,2.0,1395.0,35.65815353393555,51.30338096618652,500.0,0.8625954198473282,0.7407407407407407,0.7037037037037037,0.37142857142857144,0.845360824742268,-43.46153846153846,65449142.173041664,0.42363112391930835,11577497.12973594
tehranvila,146,11525000000.0,111180555.55555555,83684415.14536849,133432130.58419244,115.0,2.0,1393.0,35.72248840332031,51.367218017578125,500.0,0.8034188034188035,0.9407407407407408,0.9481481481481482,0.47058823529411764,0.9181818181818182,33.41666666666667,94113747.66921616,0.42196531791907516,49747715.43882395
shemiran-no,145,2650000000.0,41555555.55555555,34444444.44444445,52857142.85714286,65.0,1.0,1390.0,35.75210189819336,51.5004997253418,500.0,0.20168067226890757,0.27941176470588236,0.6985294117647058,0.475,0.5567010309278351,-50.13333333333334,62203024.94755471,0.42028985507246375,18412698.41269841
sheykh-hadi,144,5450000000.0,70530701.75438598,59912280.701754384,83978758.16993465,80.0,2.0,1385.0,35.691429138183594,51.40489196777344,500.0,0.5,0.5362318840579711,0.7681159420289855,0.48739495798319327,0.9375,-15.363157894736823,77713201.95206408,0.4186046511627907,24066477.46818026
jamalzadeh,144,6165000000.0,85357142.85714287,70000000.0,104161747.34356552,75.0,2.0,1390.0,35.69633483886719,51.38865280151367,500.0,0.6124031007751938,0.6666666666666666,0.8560606060606061,0.5612244897959183,0.8333333333333334,2.4285714285714466,84174603.90535444,0.4186046511627907,34161747.34356552
hashem-abad,142,2500000000.0,44381313.13131313,39443247.126436785,48889627.659574464,58.5,1.0,1390.0,35.644330978393555,51.470956802368164,500.0,0.5,0.5144927536231884,0.7101449275362319,0.47580645161290325,0.5673076923076923,-46.74242424242424,64152122.32456368,0.4152046783625731,9446380.53313768
dabestan,140,6800000000.0,94135802.4691358,80468750.0,103362068.96551724,73.0,2.0,1385.0,35.73855209350586,51.4559326171875,500.0,0.5597014925373134,0.6444444444444445,0.9111111111111111,0.52,0.7391304347826086,12.962962962962976,87622564.8244377,0.4117647058823529,22893318.965517238
tehran-jolfa,138,13000000000.0,117655430.71161048,102681451.61290322,140683038.11057436,112.5,2.0,1386.5,35.747880935668945,51.4442024230957,500.0,0.736,0.921875,0.9296875,0.4574468085106383,0.9775280898876404,41.186516853932574,95934967.8173334,0.40828402366863903,38001586.49767114
shahid-dastgheyb,137,4320000000.0,64516129.03225806,58895705.521472394,70000000.0,65.0,2.0,1395.0,35.68647384643555,51.34994506835938,500.0,0.768,0.6335877862595419,0.7633587786259542,0.4897959183673469,0.8888888888888888,-22.580645161290313,75098793.83596404,0.4065281899109792,11104294.478527606
tolid-daroo,137,3400000000.0,55000000.0,47959183.67346939,63478260.86956522,67.0,2.0,1392.0,35.66410827636719,51.33588981628418,500.0,0.671875,0.6,0.6692307692307692,0.46153846153846156,0.8444444444444444,-34.0,70381460.82151885,0.4065281899109792,15519077.196095832
farah-abad,137,5400000000.0,80188679.24528302,70312500.0,92222222.22222222,73.0,2.0,1393.0,35.678775787353516,51.48455047607422,500.0,0.6747967479674797,0.7063492063492064,0.7619047619047619,0.44954128440366975,0.7326732673267327,-3.7735849056603654,82040333.7781569,0.4065281899109792,21909722.222222224
tehran-lashkar,136,3525000000.0,70833333.33333333,64444444.44444445,76504629.62962964,53.5,1.0,1395.0,35.72686195373535,51.46576690673828,500.0,0.544,0.578125,0.8515625,0.45555555555555555,0.6578947368421053,-15.000000000000002,78027954.82945304,0.40476190476190477,12060185.185185194
lavizan,135,7600000000.0,90000000.0,59953917.05069125,108883534.13654618,95.0,2.0,1393.0,35.77014350891113,51.51229476928711,500.0,0.7888888888888889,0.8442622950819673,0.9508196721311475,0.367816091954023,0.8020833333333334,8.000000000000007,85958341.70364968,0.40298507462686567,48929617.08585493
shahrak-e-cheshmeh,132,12300000000.0,94862689.39393939,75735294.11764707,123577380.95238096,120.0,2.0,1394.0,35.7512264251709,51.26145362854004,500.0,0.7078651685393258,0.8691588785046729,0.9719626168224299,0.37349397590361444,0.9102564102564102,13.83522727272728,87739230.07357308,0.39759036144578314,47842086.83473389
shahrak-shahid-bagheri,130,6000000000.0,75325553.86436665,65939922.48062015,80164835.16483517,83.0,2.0,1388.0,35.7615852355957,51.20418167114258,500.0,0.5581395348837209,0.7131782945736435,1.0,0.45555555555555555,0.9861111111111112,-9.609335362760019,80081851.13721293,0.3939393939393939,14224912.684215017
yakhchi-abad,130,4140000000.0,58759590.79283887,48540512.9699796,71135265.7004831,77.5,2.0,1392.0,35.62875175476074,51.40277099609375,500.0,0.6703296703296703,0.6140350877192983,0.5789473684210527,0.38613861386138615,0.7311827956989247,-29.488491048593346,72617683.98804419,0.3939393939393939,22594752.7305035
kooy-e-bimeh,129,6800000000.0,92282608.69565217,83734939.75903614,100684931.50684932,77.0,2.0,1390.5,35.705833435058594,51.31902313232422,500.0,0.8188976377952756,0.9765625,0.953125,0.6288659793814433,0.898876404494382,10.739130434782606,86733944.46591108,0.39209726443769,16949991.74781318
molavi,129,2450000000.0,39423076.92307692,34285714.28571428,47619047.61904762,67.0,1.0,1393.0,35.66513252258301,51.42282295227051,500.0,0.74,0.6055045871559633,0.5779816513761468,0.33707865168539325,0.7076923076923077,-52.69230769230769,62138445.96082554,0.39209726443769,13333333.333333336
khavaran,128,2525000000.0,48416666.66666667,40312500.0,53985116.4797239,61.0,1.0,1389.0,35.6649284362793,51.45326614379883,500.0,0.5714285714285714,0.5585585585585585,0.7027027027027027,0.4639175257731959,0.5833333333333334,-41.89999999999999,67420183.08802897,0.3902439024390244,13672616.4797239
nabi-akram,128,4200000000.0,73145604.3956044,66666666.666666664,81944444.44444445,60.5,2.0,1393.0,35.68169403076172,51.477684020996094,500.0,0.5289256198347108,0.5934959349593496,0.7479674796747967,0.42592592592592593,0.6774193548387096,-12.225274725274716,79198879.70309494,0.3902439024390244,15277777.777777784
sheykh-al-raeis,128,3335000000.0,60626913.58024691,52083333.333333336,70000000.0,62.0,1.0,1389.0,35.696327209472656,51.45198059082031,500.0,0.48333333333333334,0.5241935483870968,0.6290322580645161,0.3541666666666667,0.6621621621621622,-27.247703703703706,73604653.60986963,0.3902439024390244,17916666.666666664
south-ali-abad,127,3150000000.0,45833333.333333336,37770897.83281734,54288455.388551325,74.0,2.0,1386.5,35.626651763916016,51.42118835449219,500.0,0.6410256410256411,0.5645161290322581,0.6935483870967742,0.47706422018348627,0.8817204301075269,-44.99999999999999,66066457.695309125,0.38837920489296635,16517557.555733986
